text,label,sentence_count,mean_words_per_sentence,std_words_per_sentence,neighbor_sentences_diff,neighbor_sentences_diff_std,abbrev_per_sentence,capitals_per_sentence,avg_dash_quest_semicolon_per_sentence,double_quest_excl_count,avg_excl_per_sentence,human_fillers,ai_fillers,ai_fillers2,woke,fake_news,ai_words1,ai_words2
Vorderhof i kategorien budget har mange faciliteter såsom n.a..Beliggende på Lammertal 7 i nordvest Sankt Martin am Tennengebirge i en afstand af 8 minutter med bil fra bykernen.W. A. Mozart lufthavn,0,2.0,17.0,14.0,28.0,0.0,0.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hvorledes fortolkes hestes stressreaktioner, var emnet for den første af de tre temaer for årets ISES konference, der omfattede 10 forskellige forskningsstudier indenfor kategorien. Afbud fra prinsesse Benedikte Konferencen skulle have været åbnet af prinsesse Benedikte, som desværre var forhindret. I stedet blev staffetten overdraget til præsidenten for ISES, Dr. Hayley Randle, som åbnede den formelle del af programmet på vegne af arrangørerne - de tre danske forskere Janne Winther Christensen, Jan Ladewig og Jens Malmkvist. Teoretisk emne Hestens stressreaktioner og hvorledes de fortolkes, var emnet for det første af de tre temaer, som arrangørerne for ISES konference i år har valgt at fokusere på. Et interessant, men for de mange af de tilstedeværende praktikere og den almene hesteejer i almindelighed, antageligt det vanskeligst tilgængelige af de ialt tre hovedtemaer på konferencen. Formentlig derfor, har arrangørerne valgt, at lægge dette tema ind, som det første i programrækken.",0,6.0,27.666666666666668,7.586537784494029,10.4,6.529931086925803,0.8333333333333334,5.333333333333333,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
" Selvom rengøring måske ikke er den mest elskede aktivitet, er det en nødvendig del af vores hverdag. Og det er godt for både vores hygiejne og velvære at holde vores rum rene og pæne. Så selvom det kan være fristende at udskyde rengøringen og finde på alle mulige undskyldninger, er det bedst at tage fat og få det gjort.",1,3.0,21.333333333333332,4.0276819911981905,5.0,4.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" Jer har lagt mærke til, at du føler dig ked af det og træt og at du har oplevet nogle udfordringer på det seneste. Det kan være svært at håndtere disse følelser alene, og derfor vil jeg gerne give dig nogle råd til, hvordan du kan finde støtte og hjælp. For det første, er det vigtigt at huske, at du ikke er alene.",1,3.0,23.666666666666668,5.557777333511022,8.0,5.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333
"Nations Cup i springning kommer i 2014, ikke til at omfatte Aachen, som der ellers er tradition for. Det er første gang siden konkurrencerne startede i 1930'erne   En tradition brudt Aachen glimrer ved sit fraværd fra listen over events på 2014 Furusiyya FEI Nations Cup spring kalenderen for 2014, som blev offentliggjort i sidste uge. Achen var første gang vært for Nations Cup i 1929, og har ikke glimret ved sit fravær på stævnekalenderen siden. Finansielle uenigheder Det er fortsat ubekræftet fra officiel side, om beslutningen skyldes uenighed mellem FEI og Aachen komiteen, at de to parter ikke har kunnet nå til enighed. Meget tyder imidlertid på, at det skyldes uoverensstemmelser over finansieringen af springstævnet.",0,5.0,25.4,8.685620300243386,15.25,3.6314597615834874,0.8,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
" Avisens litteraturanmeldere er blevet bedt om at anbefale én bog til ferielæsningen fra den stak af udgivelser, de hver især har anmeldt siden sidste sommerferie. Disse er erfarne eksperter inden for litteratur, der har brugt utallige timer på at studere værker og formidle deres vurderinger til offentligheden.",1,2.0,25.5,1.5,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nr. 2 af 3 specialiserede indkvarteringssteder i Provaglio d'Iseo,0,2.0,5.0,3.0,6.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" Efter to doser af vaccinen er det blevet formodet, at den kan forblive effektiv i hele 20 år eller måske endda længere. Dette skyldes den fine respons, som vaccinen får vores kroppe til at producere antistoffer. Disse antistoffer er afgørende for at bekæmpe hepatitis A-virus og forhindre sygdommen i at udvikle sig. Men vaccinens fordele stopper ikke her.",1,4.0,16.0,6.041522986797286,6.333333333333333,3.8586123009300755,0.75,1.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" Jeg vil lige hoppe ind her og give min mening om vores besøg på Merlot House. Woah, jeg må sige, at jeg var meget imponeret! Det var simpelthen en fantastisk oplevelse. Lad mig bare starte med at sige, at stedet var utrolig hyggeligt.",1,4.0,12.5,3.640054944640259,5.666666666666667,0.9428090415820634,0.75,1.5,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0
" Valegro, der blev redet af Charlotte Dujardin, vandt utallige mesterskaber og rekorder i sin karriere. Han blev elsket af både fagfolk og almindelige hesteentusiaster for sin utrolige præcision og ynde. Efter en imponerende karriere blev Valegro pensioneret i 2017. Men nu har man endelig fået mulighed for at genopleve nogle af hans bedste øjeblikke på TV. En særlig dokumentarfilm med titlen ""Valegro: Et legendarisk farvel"" vil give seerne et indblik i hans karriere og følge ham gennem hans sidste optrædener.",1,5.0,18.0,5.796550698475776,6.5,2.958039891549808,0.6,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" Opskriften er til ca. 10 cookies, så der er lige nok til en god snack eller til at forkæle dine nærmeste. Og det bedste ved det hele er, at de er utroligt nemme at lave. Læs med her og lad mig guide dig igennem processen. Start med at tage en lille håndfuld morbær og/eller en håndfuld groft hakket chokolade med en høj procent.",1,5.0,14.0,5.366563145999495,7.5,4.153311931459037,0.8,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Fritstående kogeplade test - Velkommen til Consumea Finance. Køb af hvidevarer på afbetaling el. via forbrugslån.,0,3.0,6.333333333333333,2.494438257849294,3.0,1.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Det sker på baggrund af regeringens årlige fattigdoms-opgørelse, som viser en svag stigning i antallet af fattige. Det anslås, at der er 40.000 fattige i Danmark",0,2.0,14.5,4.5,9.0,0.0,0.5,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Der var stående applaus til staldmedarbejder Dan Andersen, Holte Ride-Klub, som forleden blev hædret med Hestens Værns Diplom for Godt Horsemanship. Dan Andersen har passet heste i 30 år på Holte Ride-Klub.",0,2.0,18.0,6.0,12.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" Albummet ""Global Drama"" er deres tredje studiealbum, udgivet i 2008. Det er et konceptalbum, der behandler emner som politiske og sociale problemer i verden. Albummet indeholder komplekse og tekniske melodier, energiske guitar-riffs, tunge og rytmiske trommer samt stærke vokaler. Cloudscape's musik er smukt struktureret og har en velafbalanceret blanding af melodiske og aggressive elementer. De formår at skabe en spændende atmosfære gennem deres musik og skaber en følelse af drama og intensitet.",1,5.0,16.8,1.7204650534085253,1.75,0.4330127018922193,0.8,1.4,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
" Den overordnede målsætning med køb af serviceydelser indenfor håndværk er at sikre, at boligorganisationens boliger og fællesarealer vedligeholdes, renoveres og forbedres på en effektiv og professionel måde. Dette sker ved at outsource opgaver til håndværkere og leverandører, der har den nødvendige ekspertise og kapacitet til at udføre arbejdet. Formålet med at opstille og forfølge specifikke mål for køb af serviceydelser indenfor håndværk er at sikre en kontinuerlig forbedring af kvaliteten og effektiviteten af vedligeholdelses- og renoveringsarbejdet. Målene kan variere afhængigt af den konkrete situation og behovene i boligorganisationen, men nogle eksempler på mål kan være:  1. At sikre, at alle boliger og fællesarealer regelmæssigt vedligeholdes for at forlænge deres levetid.",1,5.0,24.2,5.035871324805669,6.5,0.5,0.6,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" Det er en glæde for mig at være her i dag for at tale om et emne, der bringer smil frem på alles læber - blomster! Som I alle ved, er blomster mere end bare dekorative elementer i vores omgivelser.",1,2.0,22.0,6.0,12.0,0.0,0.5,1.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" Indledning  I et samfund, der konstant udvikler sig, er det vigtigt at løbende revurdere og diskutere emner, der vedrører seksualitet, moral og lovgivning. En af de mere kontroversielle emner inden for dette område er seksuelle præferencer og grænser. I denne artikel vil vi dykke ned i nogle af de mest debatterede aspekter af dette emne og undersøge etiske og lovgivningsmæssige konsekvenser. Seksuelle præferencer og det dyriske  Et yderst kontroversielt emne, der har været genstand for megen diskussion, er seksuel adfærd involverende dyr.",1,4.0,23.0,4.358898943540674,6.666666666666667,4.988876515698588,0.75,1.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0
" Jeg vil gerne tale om et emne, som er relevant for os alle. Det er et emne, som mange af os kæmper med, og som vi måske endda er en smule frustrerede over.",1,2.0,19.0,4.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
"4 RESULTATER PÅ HOVEDOMRÅDER 03 Nedenfor fremgår resultaterne på undersøgelsens hovedområder. Hvert hovedområde er sammensat af flere enkeltspørgsmål, som vises enkeltvis senere i rapporten. Til højre for figuren sammenlignes resultatet med de samlede resultater for Gilbjergskolen samt Gribskov Kommune Gennemsnittet måles på en skala fra 1 til 5, hvor 5 er maksimum og 1 er minimum.",0,3.0,20.333333333333332,9.741092797468305,11.0,8.0,0.6666666666666666,10.333333333333334,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
"  Så er det sikkert og vidst - Gloggs Zonik e. Blue Hors Zack/Blue Hors Romanov har modtaget et wildcard til VM for ungheste i dressur i Verden. DV hingsten skal rides af Hans Peter Minderhoud, der også for nyligt red hingsten til sejr i den første afdeling af den hollandske PAVO Cup med 85 p.    Helt sikkert et spændende forstærkning af Dansk Varmblods-holdet i Verden! Zonik her under Andreas Helgstrand",0,3.0,24.333333333333332,14.522013940527977,23.5,11.5,0.3333333333333333,9.666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"De yngste medlemmer af familien skal forkæles lige så meget på ferierejsen som de voksne. Vælg et familievenligt hotel i Deauville, når du skal på familieferie næste gang. Du kan være sikker på at finde alle de faciliteter, der gør din ferie til noget helt særligt for både dig og dine børn.",0,3.0,19.0,4.96655480858378,6.0,5.0,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
" For første gang nogensinde kan hestefans og potentielle købere fra hele verden følge med i auktionen via en livestream. Dette åbner op for en helt ny mulighed for at opleve auktionens spænding og beundre de talentfulde heste og deres imponerende præstationer. Livestreamen giver seerne mulighed for at følge med i hele processen fra deres eget hjem eller kontor. De kan se hestene præsentere sig selv under træningen og være vidne til deres talent og ridningsevner. Det giver også potentielle købere en mulighed for at foretage en mere informeret beslutning ved at se hestene i aktion inden auktionen. Denne nye tilføjelse til P.S.I-auktionen er en fantastisk måde at bringe flere mennesker sammen omkring hesteindustrien og promovere denne enestående begivenhed. Uanset om man er en professionel rytter, en ivrig fan af hestesport eller blot nysgerrig, kan man gennem livestreamen følge med i auktionens nervepirrende øjeblikke og nyde synet af nogle af verdens bedste dressur- og springheste. For dem, der ikke kan være til stede fysisk ved auktionen, er livestreamingen et fantastisk alternativ for at opleve spændingen og skønheden ved P.S.I-auktionen.",1,8.0,23.75,6.398241946034863,6.142857142857143,5.717856027482715,0.875,1.75,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Israels afgående premierminister Ehud Olmert vil forsøge at nå en aftale i fredsforhandlinger med palæstinensernes præsident Mahmoud Abbas, inden han overlader tøjlerne til en ny israelsk regering. Det siger en kilde tæt på Olmert.",0,2.0,18.5,10.5,21.0,0.0,1.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" Når det kommer til sundhed og velvære, er det vigtigt at finde de rette behandlere, der kan give dig den bedst mulige behandling og omsorg. Hos Klinik for Fysioterapi v/ Poul og Pia Due kan du være sikker på at få netop dette. En af de ting, der gør Klinik for Fysioterapi v/ Poul og Pia Due så fremragende, er deres kvalitetsservice. Det er tydeligt, at de sætter en ære i at give deres patienter en venlig og professionel behandling, hvor alle føler sig velkomne og godt taget imod.",1,4.0,24.75,4.437059837324712,6.666666666666667,2.6246692913372702,1.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
" Fra det øjeblik, vi trådte ind på hotellet, blev vi mødt af yderst venligt personale, som gjorde alt for at sikre, at vores ophold var behageligt. De var meget hjælpsomme og imødekommende og sørgede for, at vi følte os velkomne og godt taget imod. Værelserne på hotellet var utrolig komfortable. Senge var bløde og behagelige, og vi sov som en drøm hver nat. Badeværelset var rummeligt og veludstyret, og der manglede bestemt ikke noget. En stor bonus ved dette hotel er beliggenheden. Med en smuk udsigt over floden er det en sand fornøjelse at vågne op til denne betagende panoramaudsigt hver morgen. Det giver virkelig en særlig atmosfære og følelse af ro og afslapning.",1,8.0,16.125,7.201345360417038,8.285714285714286,3.806546455564065,1.0,1.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0
" Jeg kan se, at der er en del af jer herinde, der søger efter Anders And-blade. Hvor fantastisk er det ikke, at der stadig er så mange af os, der nærer en kærlighed til denne elskede tegneserie? Jeg vil gerne komme med nogle råd og tips til jer, der er på udkig efter Anders And-blade. Først og fremmest vil jeg anbefale jer at besøge genbrugsbutikker og loppemarkeder. Det er ofte her, man kan gøre de bedste fund og finde de ældre udgaver af Anders And-blade. Disse steder er fyldt med skjulte skatte, og man ved aldrig, hvad man kan finde. Så tag ud og gå på jagt, og vær tålmodig – det kan tage lidt tid at finde netop det, man leder efter. Et andet godt tip er at tjekke online markedspladser som f.eks.",1,8.0,19.0,4.5,6.714285714285714,3.534090536243709,0.875,1.75,0.5,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0
Konkurrencekommissær Margrethe Vestager varslede sin granskning af e-handelssektoren allerede i slutningen af marts. Onsdag kommer så den formelle åbning.,0,2.0,10.5,3.5,7.0,0.0,0.5,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" Jeg vil gerne tale om et emne, der kan være lidt ubehageligt for nogle mænd, nemlig erektil dysfunktion. Vi ved, at det er et problem, der kan påvirke både selvværd og livskvalitet. Derfor er det vigtigt, at vi ser på løsninger, der kan hjælpe dem, der lider af dette problem. Én af de løsninger, der er blevet meget populær, er køb af sildenafil 100mg. Dette er en medicin, der kan hjælpe mænd med at opnå og opretholde en erektion.",1,5.0,18.8,2.2271057451320084,3.5,2.0615528128088303,0.8,1.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0
" Unghestene blev præsenteret i forskellige discipliner, herunder dressur og springning, og det var tydeligt at se, at de var i deres rette element. Med deres ungdommelige energi og lyst til at imponere gav de alt, hvad de havde, og det var en sand fornøjelse at se deres udvikling og vækst. Publikum blev forkælet med nogle fantastiske opvisninger. Unghingstene viste ikke kun deres færdigheder, men også deres personligheder. Nogle var sprudlende og fulde af spillopper, mens andre var mere fokuserede og koncentrerede. Det var tydeligt at se, at både ryttere og hingste havde brugt mange timer på træning og forberedelse for at nå dertil, hvor de er i dag. Det var en påmindelse om, hvor vigtigt det er at investere tid og kræfter i vores ungheste for at hjælpe dem med at udvikle sig til velafbalancerede og dygtige voksne heste. Alt i alt var det en fantastisk dag, hvor unghingstene virkelig strålede. De beviste, at de har potentialet til at blive fremtidens stjerner inden for ridesporten.",1,9.0,20.666666666666668,8.755950357709132,8.875,7.622950544244663,0.7777777777777778,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
"John Byrialsen, der er særdeles kendt som avler, træner og formidler af top kvalitetsheste på internationalt plan, er midtpunktet i en særdeles grov vanrøgtsag af varmblodsheste i Polen. En videooptagelse offentliggjort på YouTube, der viser særdeles stærke billeder af udsultede og vanrøgtede heste på Byrialsens polske stutteri har efter offentliggørelsen vagt stor bestyrtelse i polske avlerkredse og blandt dyreelskere på de elektroniske medier. Forholdene på Byrialsens stutteri i Posadowo i Polen er ifølge de polske kilder så kritiske, at flere af hestene, efter en større lokal redningsaktion, ikke stod til at redde. Et stort antal heste er blevet fjernet af lokale dyreværnsfolk og det polske politi efterforsker nu sagen, efter at uhyrlige billeder og en videooptagelse af vandrøgtede og udsultede heste på Byrialsens polske stutteri er blevet offentliggjort. Byrialsen er øjeblikkeligt blevet påbudt at forbedre forholdene for de tilbageblevne heste på stutteriet i Polen. Staldpige greb selv til handling Som følge af længere tids frustration og afmagt overfor de særdeles usle forhold, som de mange varmblodsheste på Byrialsens polske stutteri levede under og hvor udsultede og døde heste blev en del af staldpersonalets dagligdag, fik den tidligere staldpige Milena Wzodarczyk til at tage sagen i egen hånd.",0,6.0,35.5,11.470977871713176,14.8,13.658696863171098,0.8333333333333334,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0
"Aabrink, der oprindeligt er uddannet smed og senere cand.merc., spillede næsten 300 kampe for Herlev Ishockey Klub. Siden blev han ungdomstræner i fodbold i Brøndby IF, inden han i 1988 blev cheftræner for B93",0,2.0,19.0,1.0,2.0,0.0,1.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"    Elitehingsten Solos Landtinus er blevet aflivet som følge af komplikationer opstået i forbindelse at den 18-årige hingst havde fået lyskebrok   Solos Landtinus (Landandel x Argentinus x Zeus), der var indregistreret i det tyske oldenburgerforbund, blev efter kåring i Tyskland indkøbt til til Stutteri Solos i Danmark i 1998. Han blev straks fremstillet i Herning, hvor han blev præmiehingst og efterfølgende samlet vandt materialprøven med bedste dressurresultat og tredjebedste springresultat.",0,2.0,38.0,15.0,30.0,0.0,0.5,7.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Flere steder i Nordjylland kan læger få foræret en fuldt udstyret praksis, en halv million kroner i bonus og en gruppe patienter. Det samme gør sig gældende i yderområderne af Region Midtjylland",0,2.0,17.0,7.0,14.0,0.0,0.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" Selvfølgelig skal alle anklagede have ret til en retfærdig rettergang, og den 17-årige har selvfølgelig ret til at benægte anklagerne og forsøge at bevise sin uskyld. På den anden side er det også vigtigt at huske på, at politiet angiveligt har modtaget forklaringer fra flere piger og har bevismateriale fra drengens mobiltelefon, der støtter anklagerne.",1,2.0,30.0,2.0,4.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
" En brændselscelle fungerer ved at omdanne brint og ilt til elektricitet ved hjælp af en kemisk reaktion. Denne proces sker uden direkte forbrænding og producerer kun vand som affaldsprodukt. Dette gør brændselscellen meget miljøvenlig sammenlignet med traditionelle forbrændingsmotorer, som udleder skadelige stoffer som CO2 og partikler. En af de store fordele ved brændselscellen er dens potentielt højere virkningsgrad i forhold til fossildrevne motorer. I traditionelle forbrændingsmotorer går en stor del af energien tabt som varme, men brændselscellen udnytter denne overskydende energi til at producere varme. Dette gør brændselscellen endnu mere effektiv og økonomisk attraktiv.",1,6.0,17.0,4.47213595499958,6.4,4.223742416388575,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[…] nu. Biondi Santi er jo kendt som grundlæggeren af Brunello. For nylig var jeg til en omfattende smagning med vinene fra Biondi Santi, men må indrømme at jeg ikke genkendte den her. For mig er dette […]",0,4.0,11.5,7.433034373659253,12.0,5.0990195135927845,0.75,1.75,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0
"2 under 400 elever, har mulighed for særlige tilskud. På omkostningssiden ligger Horsens Gymnasium en smule over gennemsnittet for sammenlignelige gymnasier, når der sammenlignes på de samlede driftsomkostninger pr. elev",0,3.0,11.333333333333334,8.576453553512405,16.0,5.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ofte er det særligt vigtigt, når et større tiltag er under opsejling, som en operation eller påbegyndelse af en hepatitis C-behandling, der har stor indflydelse på hele familien. Så er det godt at høre om behandling og symptomer sammen.",0,2.0,22.0,10.0,20.0,0.0,1.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" Kære medlemmer,  Det er med stor glæde og entusiasme, at jeg i denne beretning vil præsentere jer for de seneste begivenheder og fremskridt i vores forening. Vi har haft et travlt år med mange udfordringer, men også utallige triumfer, som vi målrettet har arbejdet hen imod. Lad os først og fremmest starte med at se på foreningens bestyrelse. Det er tydeligt, at vi er i gode hænder med vores dedikerede og kompetente bestyrelsesmedlemmer, som brænder for at skabe et positivt og udviklende miljø for os alle. Deres tillidshverv afspejler deres engagement og engagementet, hvilket er afgørende for vores forenings fremgang. Ledelsen har også haft en afgørende rolle i at sikre, at foreningen fungerer optimalt.",1,6.0,21.333333333333332,6.847546194724712,9.8,6.4,1.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" Jeg vil gerne tale med jer i dag om et emne, der er vigtigt for os alle - nemlig byggeri og anlæg i landzonen. Vi ved alle, at livet ikke altid er nemt, og at vi som politikere er her for at sikre vores befolkning et godt og trygt liv. Et af de områder, hvor vi kan gøre en forskel, er inden for byggeri og anlæg i vores landzone. Vi ønsker at skabe de bedste rammer for vores samfund, og det inkluderer også vores landdistrikter. Vi ønsker at bevare og udvikle vores landzone, samtidig med at vi respekterer og beskytter vores naturressourcer. Et vigtigt aspekt, som vi skal være opmærksomme på, er vandkvaliteten. Vi må sørge for at opretholde en høj standard for vandkvaliteten i vores områder, så vores borgere kan nyde ren og sundt vand.",1,7.0,21.857142857142858,4.823412290324038,5.166666666666667,3.1841621957571333,1.0,1.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0
"Ved pubertetens start påbegyndes en hormonelt betinget vækst af strubebrusken, med dannelse hos drenge af et såkaldt Adamsæble. Stemmebåndene bliver længere (hos drenge ca. 10 mm og hos piger ca. 3 mm), tykkere og bredere. Stemmen ændres således, at den efterhånden bliver mørkere og dybere.",0,5.0,11.0,4.8166378315169185,4.5,4.5,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"    På lørdag vil der i forbindelse med Dansk Varmblods Eliteskue på Vilhelmsborg være mulighed for at erhverve sig føl af særdeles høj kvalitet. Umiddelbart ligner det den bedste følkollektion der har været udbudt på en Dansk Varmblod Elitefølsauktion, og der er kvalitet over hele linjen med flere kandidater til en toppris.",0,2.0,27.0,3.0,6.0,0.0,1.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Småregn fra tidlig morgen. Vi fandt en cafe med regndækkende parasoller på havnen i Pakostane til morgenkaffe, og der blev hentet friskbagt varmt ostebrød hos bageren ved siden af. Det forsikrede den søde pige i forretningen ihvertfald, at det var. Indholdet viste sig at være æble og ikke ost. Smagte skam fint nok!",0,5.0,12.0,8.099382692526634,11.0,7.582875444051551,0.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I Alpe d'Huez finder du skiterræn for enhver smag. Alpe d'Huez ligger i 1,0,2.0,7.5,2.5,5.0,0.0,0.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" I dag vil jeg gerne tale om et emne, som har plaget menneskeheden i årtier, nemlig den store panik. Vi kan ikke undgå at blive påmindet om, hvordan denne frygtelige tid kostede mange menneskeliv og efterlod en dyb ar på vores historie. Men det er vigtigt, at vi husker og lærer af fortiden, så vi kan forhindre lignende begivenheder i fremtiden. Så hvordan startede den store panik egentlig? Hvordan kunne en krise af denne størrelse udvikle sig til det blodige mareridt, som vi kender i dag? Der er mange teorier og synspunkter omkring dette spørgsmål.",1,6.0,17.833333333333332,6.439893028787219,8.4,4.586937976471886,0.5,1.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0
"Internet-videofilm til den voksne Submission to sex swinger club porn, fundet af internet ressource teamet, kan ses på alle enheder, der afspiller video. Perfekt lyd, høj kvalitet video gør det muligt at glemme problemer og springe lige ind i verden af dine erotiske drømme. Denne video Submission to sex swinger club porn blev specielt udvalgt fra de bedste samlinger af jordbær, som arbejderne på dette websted pløjede gennem utallige tal",0,3.0,25.666666666666668,1.8856180831641267,4.0,0.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
" Står du som repræsentant for en lille eller mellemstor virksomhed og føler, at et fuldskala PLM-projekt er en uoverskuelig opgave? Fortvivl ikke, for der findes en smart og økonomisk genvej til at implementere en vigtig del af produktudviklingsprocessen: Product Data Management (PDM). PDM er afgørende for at sikre, at design og data kan genbruges effektivt.",1,3.0,21.333333333333332,4.9216076867444665,8.5,3.5,0.3333333333333333,4.666666666666667,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rejsende, der besøger afslappende Turks- og Caicosøerne (alle) elsker byens strande, caféer og fisk og skaldyr. Giv dig i kast med aktiviteter som snorkling og kajakroning",0,2.0,15.5,5.5,11.0,0.0,0.5,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" Først og fremmest er det essentielt for virksomheder som banker at have gode sikkerhedsforanstaltninger på plads for at beskytte både personalet og kunderne. Dette inkluderer sikkerhedssystemer, videoovervågning og træning af medarbejderne i håndtering af krisesituationer. Det er også vigtigt at have et godt samarbejde med politiet og være i stand til at give dem værdifulde oplysninger i tilfælde af røveri. For at forhindre røverier i første omgang er det vigtigt, at virksomhederne er opmærksomme på deres omgivelser og reagerer på eventuelle mistænkelige opførsler eller personer i området. Det kan også være en god idé at have synlige sikkerhedsforanstaltninger, som kan afskrække potentielle røvere. Når et røveri alligevel finder sted, er det vigtigt for personalet at følge røverens anvisninger og undgå at gøre noget, der kan eskalere situationen. Det er også afgørende at forsøge at huske så mange detaljer som muligt om gerningsmanden, såsom udseende, påklædning og eventuelle køretøjer, der kan være blevet brugt. Det er oprørende, at røveren i dette tilfælde valgte at true personalet med en pistol og flygte på en knallert.",1,8.0,23.75,5.165994579942956,8.0,3.3806170189140663,0.625,1.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.25,0.0
" Hvis du ønsker at rejse med fly, er Lublin Lufthavn (Lublin Airport) den primære lufthavn i området. Den ligger omkring 10 kilometer nordvest for Lublin centrum. Der er adskillige flyselskaber, der tilbyder indenrigs- og internationale flyrejser til og fra Lublin Lufthavn.",1,3.0,16.0,4.546060565661952,9.0,2.0,0.6666666666666666,3.3333333333333335,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
